Valg;Fylke;Partikode;Partiet De Kristne;Kandidatnr;Kandidat;Bosted;Stilling;Fødselsår;Kjønn
Fylkestingsvalget 2015;Hordaland;FEMIN;Feministisk Initiativ;14;Tove Marie Øymo;;;1993;Kvinne
Fylkestingsvalget 2015;Hordaland;FEMIN;Feministisk Initiativ;15;Stian Buhagen;;;1982;Mann
Fylkestingsvalget 2015;Hordaland;FEMIN;Feministisk Initiativ;16;Arild Johan Takvam-Borge;;;1979;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;1;Anne Gine Hestetun;Bergen;Regiondir.;1962;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;2;Sveinung Valle;Lindås;Gruppeleder;1958;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;3;Siri Klokkerstuen;Etne;Lærer;1959;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;4;Rasmus Laupsa Rasmussen;Bergen;Student;1986;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;5;Kari Sørensen Bernardini;Bergen;Org.arbeider;1967;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;6;Atle Kvåle;Fusa;Selvst.næring;1951;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;7;Mari Klokkerstuen Kjellesvik;Etne;Student;1994;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;8;Emil Lennart Pålikoff Gadolin;Bergen;Student;1992;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;9;Kine Bratli Dale;Bergen;Regionssekr.;1985;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;10;Helge Nævdal;Voss;Lærer;1961;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;11;Synnøve Solbakken;Kvinnherad;Ordfører;1957;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;12;Espen Berntsen;Askøy;Org.arbeider;1974;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;13;Linda Haugland Jondahl;Odda;Lærer;1967;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;14;Roald Kvamme;Bergen;Personalrådg.;1957;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;15;Katrin Innvær Ankervold;Stord;Hovedtil.valgt;1967;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;16;Per Lerøy;Austrheim;Ordfører;1957;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;17;Åse Gunn Husebø;Øygarden;Ordfører;1964;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;18;Kjell Gitton Håland;Bergen;Pensjonist;1949;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;19;Gunn Berit Lunde Aarvik;Voss;Adm.leder;1954;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;20;Kjetil Hestad;Tysnes;Ordfører;1964;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;21;Gro Berge;Bergen;HR-sjef;1965;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;22;Torgeir Toppe;Bergen;Rektor;1959;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;23;Ragnhild Hoff Eilertsen;Bergen;Student;1996;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;24;Torbjørn Reigstad;Bergen;Distriktssekr.;1965;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;25;Kari Foseid Aakre;Osterøy;Ordfører;1952;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;26;Øyvind Ansgar Hardeland;Kvinnherad;Fagarb.;1953;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;27;Shirin Kvernes Khadoor;Samnanger;Kafearb.;1987;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;28;Espen Foseid Aakre;Lindås;Lærer;1978;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;29;Jannicke Bergesen Clarke;Askøy;Rådgiver;1981;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;30;Dag Rune Mo;Kvam;Teamleder;1956;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;31;Ellen Liljedal Stavseth;Bergen;Rådgiver;1979;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;32;Gunnar Wejset Ramsdal;Bergen;Personalsjef;1950;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;33;Birthe Skar-Moum;Samnanger;Avd.leder;1975;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;34;Olav Magnus Hammer;Jondal;Elektromontør;1968;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;35;Mette Marei Træland;Lindås;Rådgiver;1960;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;36;Roberto Manuel Tanaia;Fjell;Proviantforv.;1956;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;37;Lillian Margareth Eriksen;Eidfjord;Hjelpepleier;1954;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;38;Brigt Olav Gåsdal;Samnanger;Pensjonist;1949;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;39;Sandra Kristin Austgulen;Os;Student;1995;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;40;Tony Aleksander Eriksen;Stord;Sveiser;1986;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;41;Edel Erdal;Bergen;Laborant;1959;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;42;Johannes Bysheim;Osterøy;Industriarb.;1977;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;43;Sandra Henriksen Valskog;Sund;Lektor;1989;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;44;Arthur Reidar Sjursen;Masfjorden;Distr.sekr;1952;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;45;Natalie Hellesø Milde;Bergen;Student;1992;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;46;Stian Nyhus;Os;Regionsjef;1972;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;47;Anne Grete Eide;Meland;Husmor;1960;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;48;Kjartan Fjelde;Ulvik;Tømrer;1971;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;49;Nina Bognøy;Lindås;Frisør;1971;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;50;Nikolas Dale Skjerping;Bergen;Student;1992;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;51;Torill Helland;Radøy;Hjelpepleier;1958;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;52;Ole Jørgen Johannessen;Bergen;Pensjonist;1942;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;53;Siv Linda Vespestad;Bømlo;Selvst.næring.;1977;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;54;Roald Aga Haug;Odda;Avd.leder;1972;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;55;Jorunn Skåden;Sveio;Lærer;1953;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;56;Eirik Haga;Vaksdal;Ordfører;1957;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;57;Borghild Storaas Ones;Kvam;Butikkleder;1950;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;58;Henry Johan Berg;Bergen;Rådgiver;1957;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;59;Hilde Koppen;Fedje;HR-leder;1972;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;60;Agnar Aarskog;Fitjar;Salgssjef;1961;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;61;Valborg Sweeney;Bergen;Pensjonist;1932;Kvinne
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;62;Erling Midttun;Granvin;Konduktør;1974;Mann
Fylkestingsvalget 2015;Hordaland;A;Arbeiderpartiet;63;Ranveig Hjørdis Frøiland;Fjell;Pensjonist;1945;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;1;Terje Søviknes;Os;Ordfører;1969;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;2;Silje Hjemdal;Bergen;Student;1984;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;3;Roald Stenseide;Askøy;Daglig leder;1956;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;4;Sigbjørn Framnes;Stord;Næringsdrivende;1965;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;5;Gustav Bahus;Os;Boreingeniør;1958;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;6;Gunnar Bakke;Bergen;Daglig leder;1959;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;7;Renate Møgster Klepsvik;Austevoll;Ordfører;1974;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;8;Rosalind Fosse;Askøy;Skattekonsulent;1963;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;9;Anita Garlid Johannessen;Fjell;1. sekretær;1966;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;10;Christoffer Thomsen;Bergen;Selger;1991;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;11;Inger Signe Ulvund;Lindås;Rådgiver;1953;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;12;Svein Otto Jacobsen;Sund;HMS-koordinator;1964;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;13;Magne Djuvik;Fusa;Kontorsjef;1955;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;14;Sigurd Andre Maraas;Fitjar;Metodeingeniør;1975;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;15;Willy Borge;Masfjorden;Journalist;1959;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;16;Elisabeth Eide Tharaldsen;Kvinnherad;Dagl. led.;1963;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;17;Trude Farstad;Fjell;Selger;1960;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;18;Sara Berge Økland;Bergen;Politisk rådg.;1994;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;19;May Elin Limevåg;Sund;Ambulansearb.;1959;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;20;Andreas Dyngen;Lindås;Salgsansvarlig;1990;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;21;Leif Arne Vangsnes;Voss;Taxisjåfør;1964;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;22;Wenche Linda Kalnes Tveranger;Radøy;Sykepleier;1969;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;23;Ottar Magnar Tangen;Fedje;Pensjonist;1947;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;24;Henriette Fennelly;Meland;Branch Manager;1975;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;25;Vigleik Tellnes;Askøy;Kommandørkapt.;1955;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;26;Kristin Børve Høvik;Sund;Hjemmearbeidende;1967;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;27;Laila Marie Reiertsen;Os;HR-leder;1960;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;28;Helge Stormoen;Bergen;Byråd;1968;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;29;Stig Louis Myklevold;Stord;Driftssjef;1963;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;30;Nina Stabell Øvreås;Lindås;Fagarbeider;1960;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;31;Magne Ivar Fauskanger;Tysnes;Pensjonist;1946;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;32;Dag Helge Hellen;Bømlo;Driftsleder;1960;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;33;Karl Bård Kollbotn;Samnanger;Boresjef;1953;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;34;Marte Joan Monstad;Bergen;Student;1993;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;35;Roy Even Bø;Radøy;Lærer;1953;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;36;Helen Gerhaldine Wathle Kongshavn;Bergen;Gruppesekretær;1947;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;37;Karin Berta Groth;Vaksdal;Næringsdriv.;1948;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;38;Gro Anita Høgquist;Lindås;Kiropraktor;1972;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;39;Gunn Tveit;Sund;Forpleiningsopr.;1962;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;40;Roger Hoel;Fusa;Yrkesmilitær;1966;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;41;Kai Morten Torget;Kvinnherad;Mekaniker;1991;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;42;Espen Aspenes;Os;Næringsdrivende;1965;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;43;Anne Berit Stokka;Sveio;Omsorgsarbeider;1962;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;44;Kim Andre Hartveit;Osterøy;Maskinfører;1990;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;45;Lill Karin Dale;Lindås;Innkjøper;1970;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;46;Frode Nygård;Kvam;Maskinfører;1966;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;47;Dag Erik Hagesæter;Meland;Salgssjef;1972;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;48;Anne-Karin Gørbitz;Øygarden;Konsulent;1956;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;49;Roger Nilsen;Etne;Sykepleier;1969;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;50;Ingeborg Bjørnevik;Bergen;Student;1993;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;51;Ellinor Therese Kreybu;Lindås;Sykepleier;1972;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;52;Rune Teikari;Sveio;Leder;1972;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;53;Eskil Andreas Dahl Moen;Kvinnherad;IT-sjef;1987;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;54;Linda Grundtvig;Stord;Hjelpepleier;1957;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;55;Veronica Haugland;Os;Butikkmedarbeider;1971;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;56;Kristoffer Gaasholt;Bergen;Student;1989;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;57;Janne-Judith Kvamsdal Sandnes;Masfjorden;Ung.arb.;1972;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;58;Ingunn Stenehjem;Fjell;Renholdsopr.;1952;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;59;Ragnar J Tyssebotn;Osterøy;Entreprenør;1949;Mann
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;60;Sonja Vernøy Hansen;Os;Salgssjef;1972;Kvinne
Fylkestingsvalget 2015;Hordaland;FRP;Fremskrittspartiet;61;Helge Andre Njåstad;Austevoll;St.rep.;1980;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;1;Pål Kårbø;Meland;Selvst.næring.;1973;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;2;Beate Husa;Sund;Kirkeverge;1971;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;3;Tor André Ljosland;Bergen;Konsulent;1982;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;4;Astrid Aarhus Byrknes;Lindås;Ordfører;1963;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;5;Kristian Helland;Bergen;Seniorrådgiver;1947;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;6;Jarle Jacobsen;Sveio;Maskiningeniør;1974;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;7;Otto Galtung;Jondal;Student;1996;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;8;Gina Viviann Gjerme;Bergen;Leder forr.utv;1975;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;9;Harald Rydland;Fitjar;Kirkev/Bonde;1962;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;10;Ingvild Therese Berentsen;Bergen;Spesialpedagog;1987;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;11;Kristoffer Alexander Rolland;Bergen;Ingeniør;1985;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;12;Aud Kaldefoss;Tysnes;Oppvekstsjef;1956;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;13;Tore Grønås;Bergen;Plattformsjef;1967;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;14;Elisabeth Leirgul;Bergen;Overlege;1969;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;15;Egil Morland;Fjell;1. amanuensis;1950;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;16;Anne Sofie Martinsen;Fusa;Rektor;1952;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;17;Rolf Kjøde;Askøy;Teolog;1959;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;18;Eivind Skår;Bergen;Student;1992;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;19;Heidi Sandven Botnen;Kvam;Lærer;1960;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;20;Atle Dåvøy;Øygarden;Eiendomssjef;1967;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;21;Gudrun Skeie Langeland;Kvam;Lærer;1961;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;22;Arne Normann;Vaksdal;Lærer;1955;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;23;Marta Fauskanger Ekberg;Bømlo;Lærer;1963;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;24;Dag-Inge Ulstein;Bergen;Utviklingssjef;1980;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;25;Marit Steinestø;Masfjorden;Kontormed.;1962;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;26;Jarle Skeidsvoll;Osterøy;Teknolog;1967;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;27;Marit Aksnes Aase;Samnanger;Ordfører;1947;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;28;Tomas Martin Moltu;Bergen;Kontraktsansv.;1969;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;29;Siri Tangedal Kratzmeier;Masfjorden;Sykepleier;1970;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;30;Karstein Magnar Pahr;Øygarden;Pastor;1950;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;31;Rebekka Ljosland;Bergen;Sykepleier;1990;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;32;Helge Dyrkolbotn;Austrheim;Folkeh.koor;1964;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;33;Helga Nøtland Auestad;Fitjar;Apotektekniker;1966;Kvinne
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;34;David Pletten Aasgard;Radøy;Student;1993;Mann
Fylkestingsvalget 2015;Hordaland;KRF;Kristelig Folkeparti;35;Kristin Ravnanger;Askøy;Dekan;1952;Kvinne
